# Among Us-specific terrain splat stamps (256x256 target via --size 256)
terrain/repeating.among_us.png	Pixel art seamless top-down spaceship floor texture tile for an Among Us style map. Clean sci-fi panels, subtle bolts and seams, cool gray-blue palette, medium contrast, no text, no symbols. Fully tileable in both axes, centered detail variation, solid bright royal purple background, full frame, no transparency.
terrain/stamp.among_us_wiring.png	Pixel art, top-down floor decal stamp for an Among Us style wiring task station. Circular industrial wiring motif with bundled cables and connector nodes. High contrast, thick outlines, simple silhouette, readable at small sizes. Centered in frame with slight soft edge falloff. Solid bright royal purple background, full frame, no transparency, no text, no UI.
terrain/stamp.among_us_reactor.png	Pixel art, top-down floor decal stamp for an Among Us style reactor task station. Circular reactor core motif with warning chevrons and heat vents. High contrast, thick outlines, simple silhouette, readable at small sizes. Centered in frame with slight soft edge falloff. Solid bright royal purple background, full frame, no transparency, no text, no UI.
terrain/stamp.among_us_navigation.png	Pixel art, top-down floor decal stamp for an Among Us style navigation task station. Circular navigation motif with compass ring and star-map lines. High contrast, thick outlines, simple silhouette, readable at small sizes. Centered in frame with slight soft edge falloff. Solid bright royal purple background, full frame, no transparency, no text, no UI.
terrain/stamp.among_us_oxygen.png	Pixel art, top-down floor decal stamp for an Among Us style oxygen task station. Circular oxygen motif with tank icon and flowing pipe arcs. High contrast, thick outlines, simple silhouette, readable at small sizes. Centered in frame with slight soft edge falloff. Solid bright royal purple background, full frame, no transparency, no text, no UI.
terrain/stamp.among_us_admin.png	Pixel art, top-down floor decal stamp for an Admin card-swipe and upload station. Circular admin motif with a keycard stripe, display border, and console accents. High contrast, thick outlines, simple silhouette, readable at small sizes. Centered in frame with slight soft edge falloff. Solid bright royal purple background, full frame, no transparency, no text, no UI.
terrain/stamp.among_us_medbay.png	Pixel art, top-down floor decal stamp for a MedBay scan station. Circular medbay motif with scanner ring, medical cross, and bed outlines. High contrast, thick outlines, simple silhouette, readable at small sizes. Centered in frame with slight soft edge falloff. Solid bright royal purple background, full frame, no transparency, no text, no UI.
terrain/stamp.among_us_weapons.png	Pixel art, top-down floor decal stamp for a Weapons asteroid-shooting station. Circular weapons motif with cannon mount, reticle arcs, and projectile markers. High contrast, thick outlines, simple silhouette, readable at small sizes. Centered in frame with slight soft edge falloff. Solid bright royal purple background, full frame, no transparency, no text, no UI.
terrain/stamp.among_us_shields.png	Pixel art, top-down floor decal stamp for a Shields station. Circular shield motif with layered arcs and glowing panel segments. High contrast, thick outlines, simple silhouette, readable at small sizes. Centered in frame with slight soft edge falloff. Solid bright royal purple background, full frame, no transparency, no text, no UI.
terrain/stamp.among_us_comms.png	Pixel art, top-down floor decal stamp for a Communications station. Circular comms motif with radio dish, waveform arcs, and console bands. High contrast, thick outlines, simple silhouette, readable at small sizes. Centered in frame with slight soft edge falloff. Solid bright royal purple background, full frame, no transparency, no text, no UI.
