diplomacy/stamp.diplomacy.png	Top-down strategic diplomacy seal, parchment medallion with laurel ring and treaty glyph, painterly pixel-art strategy terrain stamp, centered composition, crisp silhouette, transparent background, no text.
diplomacy/stamp.reactor.png	Top-down civic powerworks icon with glowing core and brass conduits, painterly pixel-art strategy terrain stamp, centered composition, transparent background, no text.
diplomacy/stamp.comms.png	Top-down communications relay icon with brass antennae and bright signal arcs, painterly pixel-art strategy terrain stamp, centered composition, transparent background, no text.
diplomacy/stamp.sabotage.png	Top-down covert sabotage marker with broken cog, dagger motif, and warning ring, painterly pixel-art strategy terrain stamp, centered composition, transparent background, no text.
diplomacy/stamp.supply_center.png	Top-down supply center marker with gilded star plaza and control banner, painterly pixel-art strategy terrain stamp, centered composition, transparent background, no text.
diplomacy/stamp.country_a.png	Top-down country marker A with bright teal heraldry, naval crest, and clean map-ink silhouette, painterly pixel-art strategy terrain stamp, centered composition, transparent background, no text.
diplomacy/stamp.country_b.png	Top-down country marker B with bright amber heraldry, sun crest, and clean map-ink silhouette, painterly pixel-art strategy terrain stamp, centered composition, transparent background, no text.
diplomacy/stamp.country_c.png	Top-down country marker C with bright crimson heraldry, eagle crest, and clean map-ink silhouette, painterly pixel-art strategy terrain stamp, centered composition, transparent background, no text.
diplomacy/stamp.country_a_hub.png	Top-down capital hub stamp for country A, fortified teal plaza with polished stone and treaty banners, painterly pixel-art terrain stamp, centered composition, transparent background, no text.
diplomacy/stamp.country_b_hub.png	Top-down capital hub stamp for country B, fortified amber plaza with polished stone and treaty banners, painterly pixel-art terrain stamp, centered composition, transparent background, no text.
diplomacy/stamp.country_c_hub.png	Top-down capital hub stamp for country C, fortified crimson plaza with polished stone and treaty banners, painterly pixel-art terrain stamp, centered composition, transparent background, no text.
diplomacy/splat.diplomacy1.png	Abstract painterly terrain splat texture for diplomacy maps, bright parchment and pale sea-blue pigments, organic edges, no objects, top-down strategy style, transparent background.
diplomacy/splat.diplomacy2.png	Abstract painterly terrain splat texture for diplomacy maps, warm sand, olive ink, and ivory brushwork, organic edges, no objects, top-down strategy style, transparent background.
diplomacy/splat.diplomacy3.png	Abstract painterly terrain splat texture for diplomacy maps, desaturated sky blue, limestone, and silver brushwork, organic edges, no objects, top-down strategy style, transparent background.
diplomacy/splat.diplomacy4.png	Abstract painterly terrain splat texture for diplomacy maps, pale jade, parchment, and muted bronze brushwork, organic edges, no objects, top-down strategy style, transparent background.
diplomacy/splat.country_a.png	Large painterly terrain splat for country A territory, bright teal shallows, sea-glass greens, and parchment highlights, organic map-like edges, top-down strategy style, transparent background.
diplomacy/splat.country_b.png	Large painterly terrain splat for country B territory, bright amber earth, wheat gold, and parchment highlights, organic map-like edges, top-down strategy style, transparent background.
diplomacy/splat.country_c.png	Large painterly terrain splat for country C territory, bright crimson clay, rose stone, and parchment highlights, organic map-like edges, top-down strategy style, transparent background.
diplomacy/splat.border.png	Large painterly border splat for contested frontiers, ivory chalk linework with dark ink seams and light dusting, organic map-like edges, top-down strategy style, transparent background.
